auc_index,Marca_raw,Modelo_raw,value,AnoModelo,lote,leilao_id,details,details_url,score,fipe_Marca,fipe_Modelo,fipe_AnoModelo,fipe_CodigoFipe,fipe_CodigoModelo,fipe_Valor_num,value_fipe_ratio,max_reasonable_value,comparison_status
1,FIAT,MOBI LIKE,31500.0,2023,003,7724,FINANCEIRA,http://www.freitasleiloeiro.com.br/Leiloes/LoteDetalhes?leilaoId=7724&loteNumero=3,100.0,Fiat,MOBI LIKE 1.0 Fire Flex 5p.,2023,001461-3,7540,53281.0,0.5912051200240236,45288.85,ok
1,FIAT,MOBI LIKE,31500.0,2023,003,7724,FINANCEIRA,http://www.freitasleiloeiro.com.br/Leiloes/LoteDetalhes?leilaoId=7724&loteNumero=3,61.53846153846154,Fiat,MOBI TREKKING 1.0 Flex 5p.,2023,001536-9,9228,60211.0,0.5231602198933749,51179.35,ok
2,RENAULT,KWID OUTSID 10MT,20000.0,2022,004,7724,FINANCEIRA,http://www.freitasleiloeiro.com.br/Leiloes/LoteDetalhes?leilaoId=7724&loteNumero=4,60.0,Renault,KWID OUTSIDER 1.0 Flex 12V 5p Mec.,2022,025279-4,8701,50524.0,0.39585147652600744,42945.4,ok
2,RENAULT,KWID OUTSID 10MT,20000.0,2022,004,7724,FINANCEIRA,http://www.freitasleiloeiro.com.br/Leiloes/LoteDetalhes?leilaoId=7724&loteNumero=4,40.0,Renault,KWID Intense 1.0 Flex 12V 5p Mec.,2022,025267-0,8021,48413.0,0.4131121806126454,41151.049999999996,ok
2,RENAULT,KWID OUTSID 10MT,20000.0,2022,004,7724,FINANCEIRA,http://www.freitasleiloeiro.com.br/Leiloes/LoteDetalhes?leilaoId=7724&loteNumero=4,40.0,Renault,KWID Life 1.0 Flex 12V 5p Mec.,2022,025265-4,8022,43385.0,0.46098882102109023,36877.25,ok
2,RENAULT,KWID OUTSID 10MT,20000.0,2022,004,7724,FINANCEIRA,http://www.freitasleiloeiro.com.br/Leiloes/LoteDetalhes?leilaoId=7724&loteNumero=4,40.0,Renault,KWID Zen 1.0 Flex 12V 5p Mec.,2022,025266-2,8023,44648.0,0.4479483963447411,37950.799999999996,ok
3,CHEVROLET,ONIX 10MT JOYE,23500.0,2019,006,7724,FINANCEIRA,http://www.freitasleiloeiro.com.br/Leiloes/LoteDetalhes?leilaoId=7724&loteNumero=6,44.44444444444444,GM - Chevrolet,ONIX HATCH ACTIV 1.4 8V Flex 5P Aut.,2019,004471-7,7689,69240.0,0.33939919121894857,58854.0,ok
3,CHEVROLET,ONIX 10MT JOYE,23500.0,2019,006,7724,FINANCEIRA,http://www.freitasleiloeiro.com.br/Leiloes/LoteDetalhes?leilaoId=7724&loteNumero=6,44.44444444444444,GM - Chevrolet,ONIX HATCH ACTIV 1.4 8V Flex 5p Mec.,2019,004472-5,7690,66793.0,0.35183327594208974,56774.049999999996,ok
3,CHEVROLET,ONIX 10MT JOYE,23500.0,2019,006,7724,FINANCEIRA,http://www.freitasleiloeiro.com.br/Leiloes/LoteDetalhes?leilaoId=7724&loteNumero=6,44.44444444444444,GM - Chevrolet,ONIX HATCH ADVANTAGE 1.4 8V Flex 5p Aut.,2019,004488-1,8239,66799.0,0.35180167367774967,56779.15,ok
3,CHEVROLET,ONIX 10MT JOYE,23500.0,2019,006,7724,FINANCEIRA,http://www.freitasleiloeiro.com.br/Leiloes/LoteDetalhes?leilaoId=7724&loteNumero=6,44.44444444444444,GM - Chevrolet,ONIX HATCH EFFECT 1.4 8V F.Power 5p Mec.,2019,004460-1,7120,63283.0,0.37134775532133435,53790.549999999996,ok
