Modelo,CodigoModelo,AnoLabel,AnoModelo,Combustivel,Valor,CodigoFipe,MesReferencia,DataConsulta,Valor_num,Marca
ONIX HATCH LTZ 1.4 8V FlexPower 5p Aut.,6531,2019 Flex,2019.0,Flex,"R$ 66.478,00",004439-3,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:32",66478.0,GM - Chevrolet
ONIX HATCH LTZ 1.4 8V FlexPower 5p Mec.,6234,2019 Flex,2019.0,Flex,"R$ 62.569,00",004426-1,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:32",62569.0,GM - Chevrolet
ONIX HATCH PREM. 1.0 12V TB Flex 5p Aut.,8894,2026 Flex,2026.0,Flex,"R$ 111.295,00",004516-0,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:32",111295.0,GM - Chevrolet
ONIX HATCH PREM. 1.0 12V TB Flex 5p Aut.,8894,2025 Flex,2025.0,Flex,"R$ 97.697,00",004516-0,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:32",97697.0,GM - Chevrolet
ONIX HATCH PREM. 1.0 12V TB Flex 5p Aut.,8894,2024 Flex,2024.0,Flex,"R$ 91.270,00",004516-0,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:32",91270.0,GM - Chevrolet
ONIX HATCH PREM. 1.0 12V TB Flex 5p Aut.,8894,2023 Flex,2023.0,Flex,"R$ 81.986,00",004516-0,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:32",81986.0,GM - Chevrolet
ONIX HATCH PREM. 1.0 12V TB Flex 5p Aut.,8894,2022 Flex,2022.0,Flex,"R$ 74.204,00",004516-0,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:32",74204.0,GM - Chevrolet
ONIX HATCH PREM. 1.0 12V TB Flex 5p Aut.,8894,2021 Flex,2021.0,Flex,"R$ 71.662,00",004516-0,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:32",71662.0,GM - Chevrolet
ONIX HATCH PREM. 1.0 12V TB Flex 5p Aut.,8894,2020 Flex,2020.0,Flex,"R$ 68.750,00",004516-0,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:33",68750.0,GM - Chevrolet
ONIX HATCH RS 1.0 TB 12V Flex 5p Aut.,9211,2026 Flex,2026.0,Flex,"R$ 112.204,00",004530-6,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:33",112204.0,GM - Chevrolet
ONIX HATCH RS 1.0 TB 12V Flex 5p Aut.,9211,2025 Flex,2025.0,Flex,"R$ 100.121,00",004530-6,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:33",100121.0,GM - Chevrolet
ONIX HATCH RS 1.0 TB 12V Flex 5p Aut.,9211,2024 Flex,2024.0,Flex,"R$ 88.902,00",004530-6,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:33",88902.0,GM - Chevrolet
ONIX HATCH RS 1.0 TB 12V Flex 5p Aut.,9211,2023 Flex,2023.0,Flex,"R$ 81.113,00",004530-6,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:33",81113.0,GM - Chevrolet
ONIX HATCH RS 1.0 TB 12V Flex 5p Aut.,9211,2022 Flex,2022.0,Flex,"R$ 76.425,00",004530-6,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:33",76425.0,GM - Chevrolet
ONIX HATCH RS 1.0 TB 12V Flex 5p Aut.,9211,2021 Flex,2021.0,Flex,"R$ 72.264,00",004530-6,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:33",72264.0,GM - Chevrolet
ONIX HATCH SELEÇÃO 1.0 8V Flex 5p Mec.,7259,,,,,,,,,GM - Chevrolet
ONIX SD. P. PR. MIDNIGHT 1.0 TB Flex Aut,9212,2022 Flex,2022.0,Flex,"R$ 74.424,00",004531-4,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:33",74424.0,GM - Chevrolet
ONIX SD. P. PR. MIDNIGHT 1.0 TB Flex Aut,9212,2021 Flex,2021.0,Flex,"R$ 70.727,00",004531-4,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:33",70727.0,GM - Chevrolet
ONIX SED. Plus PREM. 1.0 12V TB Flex Aut,8823,2026 Flex,2026.0,Flex,"R$ 114.708,00",004504-7,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:33",114708.0,GM - Chevrolet
ONIX SED. Plus PREM. 1.0 12V TB Flex Aut,8823,2025 Flex,2025.0,Flex,"R$ 100.089,00",004504-7,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:33",100089.0,GM - Chevrolet
ONIX SED. Plus PREM. 1.0 12V TB Flex Aut,8823,2024 Flex,2024.0,Flex,"R$ 93.455,00",004504-7,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:33",93455.0,GM - Chevrolet
ONIX SED. Plus PREM. 1.0 12V TB Flex Aut,8823,2023 Flex,2023.0,Flex,"R$ 82.004,00",004504-7,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:33",82004.0,GM - Chevrolet
ONIX SED. Plus PREM. 1.0 12V TB Flex Aut,8823,2022 Flex,2022.0,Flex,"R$ 74.436,00",004504-7,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:33",74436.0,GM - Chevrolet
ONIX SED. Plus PREM. 1.0 12V TB Flex Aut,8823,2021 Flex,2021.0,Flex,"R$ 71.827,00",004504-7,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:33",71827.0,GM - Chevrolet
ONIX SED. Plus PREM. 1.0 12V TB Flex Aut,8823,2020 Flex,2020.0,Flex,"R$ 68.755,00",004504-7,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:33",68755.0,GM - Chevrolet
ONIX SEDAN Plus 1.0 12V Mec.,11617,2026 Flex,2026.0,Flex,"R$ 89.550,00",004561-6,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:34",89550.0,GM - Chevrolet
ONIX SEDAN Plus 1.0 12V TB Flex Aut.,8824,2026 Flex,2026.0,Flex,"R$ 103.744,00",004499-7,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:34",103744.0,GM - Chevrolet
ONIX SEDAN Plus 1.0 12V TB Flex Aut.,8824,2025 Flex,2025.0,Flex,"R$ 92.843,00",004499-7,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:34",92843.0,GM - Chevrolet
ONIX SEDAN Plus 1.0 12V TB Flex Aut.,8824,2024 Flex,2024.0,Flex,"R$ 81.949,00",004499-7,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:34",81949.0,GM - Chevrolet
ONIX SEDAN Plus 1.0 12V TB Flex Aut.,8824,2023 Flex,2023.0,Flex,"R$ 75.310,00",004499-7,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:34",75310.0,GM - Chevrolet
ONIX SEDAN Plus 1.0 12V TB Flex Aut.,8824,2022 Flex,2022.0,Flex,"R$ 70.904,00",004499-7,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:34",70904.0,GM - Chevrolet
ONIX SEDAN Plus 1.0 12V TB Flex Aut.,8824,2021 Flex,2021.0,Flex,"R$ 66.863,00",004499-7,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:34",66863.0,GM - Chevrolet
ONIX SEDAN Plus 1.0 12V TB Flex Aut.,8824,2020 Flex,2020.0,Flex,"R$ 62.610,00",004499-7,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:34",62610.0,GM - Chevrolet
ONIX SEDAN Plus 1.0 12V TB Flex Mec.,11618,2026 Flex,2026.0,Flex,"R$ 93.120,00",004556-0,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:34",93120.0,GM - Chevrolet
ONIX SEDAN Plus LT 1.0 12V Flex 4p Mec.,8950,2026 Flex,2026.0,Flex,"R$ 92.096,00",004518-7,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:34",92096.0,GM - Chevrolet
ONIX SEDAN Plus LT 1.0 12V Flex 4p Mec.,8950,2025 Flex,2025.0,Flex,"R$ 76.701,00",004518-7,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:34",76701.0,GM - Chevrolet
ONIX SEDAN Plus LT 1.0 12V Flex 4p Mec.,8950,2024 Flex,2024.0,Flex,"R$ 73.984,00",004518-7,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:34",73984.0,GM - Chevrolet
ONIX SEDAN Plus LT 1.0 12V Flex 4p Mec.,8950,2023 Flex,2023.0,Flex,"R$ 68.023,00",004518-7,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:34",68023.0,GM - Chevrolet
ONIX SEDAN Plus LT 1.0 12V Flex 4p Mec.,8950,2022 Flex,2022.0,Flex,"R$ 63.352,00",004518-7,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:34",63352.0,GM - Chevrolet
ONIX SEDAN Plus LT 1.0 12V Flex 4p Mec.,8950,2021 Flex,2021.0,Flex,"R$ 59.814,00",004518-7,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:34",59814.0,GM - Chevrolet
ONIX SEDAN Plus LT 1.0 12V Flex 4p Mec.,8950,2020 Flex,2020.0,Flex,"R$ 58.355,00",004518-7,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:34",58355.0,GM - Chevrolet
ONIX SEDAN Plus LT 1.0 12V TB Flex Aut.,8825,2026 Flex,2026.0,Flex,"R$ 103.875,00",004501-2,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:35",103875.0,GM - Chevrolet
ONIX SEDAN Plus LT 1.0 12V TB Flex Aut.,8825,2025 Flex,2025.0,Flex,"R$ 93.100,00",004501-2,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:35",93100.0,GM - Chevrolet
ONIX SEDAN Plus LT 1.0 12V TB Flex Aut.,8825,2024 Flex,2024.0,Flex,"R$ 82.400,00",004501-2,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:35",82400.0,GM - Chevrolet
ONIX SEDAN Plus LT 1.0 12V TB Flex Aut.,8825,2023 Flex,2023.0,Flex,"R$ 75.689,00",004501-2,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:35",75689.0,GM - Chevrolet
ONIX SEDAN Plus LT 1.0 12V TB Flex Aut.,8825,2022 Flex,2022.0,Flex,"R$ 72.461,00",004501-2,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:35",72461.0,GM - Chevrolet
ONIX SEDAN Plus LT 1.0 12V TB Flex Aut.,8825,2021 Flex,2021.0,Flex,"R$ 66.871,00",004501-2,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:35",66871.0,GM - Chevrolet
ONIX SEDAN Plus LT 1.0 12V TB Flex Aut.,8825,2020 Flex,2020.0,Flex,"R$ 65.121,00",004501-2,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:35",65121.0,GM - Chevrolet
ONIX SEDAN Plus LT 1.0 12V TB Flex Mec.,8826,2026 Flex,2026.0,Flex,"R$ 94.995,00",004500-4,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:35",94995.0,GM - Chevrolet
ONIX SEDAN Plus LT 1.0 12V TB Flex Mec.,8826,2025 Flex,2025.0,Flex,"R$ 84.652,00",004500-4,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:35",84652.0,GM - Chevrolet
ONIX SEDAN Plus LT 1.0 12V TB Flex Mec.,8826,2024 Flex,2024.0,Flex,"R$ 78.145,00",004500-4,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:35",78145.0,GM - Chevrolet
ONIX SEDAN Plus LT 1.0 12V TB Flex Mec.,8826,2023 Flex,2023.0,Flex,"R$ 71.985,00",004500-4,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:35",71985.0,GM - Chevrolet
ONIX SEDAN Plus LT 1.0 12V TB Flex Mec.,8826,2022 Flex,2022.0,Flex,"R$ 69.521,00",004500-4,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:35",69521.0,GM - Chevrolet
ONIX SEDAN Plus LT 1.0 12V TB Flex Mec.,8826,2021 Flex,2021.0,Flex,"R$ 66.352,00",004500-4,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:35",66352.0,GM - Chevrolet
ONIX SEDAN Plus LT 1.0 12V TB Flex Mec.,8826,2020 Flex,2020.0,Flex,"R$ 61.120,00",004500-4,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:35",61120.0,GM - Chevrolet
ONIX SEDAN Plus LTZ 1.0 12V TB Flex Aut.,8827,2026 Flex,2026.0,Flex,"R$ 107.844,00",004502-0,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:35",107844.0,GM - Chevrolet
ONIX SEDAN Plus LTZ 1.0 12V TB Flex Aut.,8827,2025 Flex,2025.0,Flex,"R$ 94.191,00",004502-0,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:36",94191.0,GM - Chevrolet
ONIX SEDAN Plus LTZ 1.0 12V TB Flex Aut.,8827,2024 Flex,2024.0,Flex,"R$ 82.636,00",004502-0,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:36",82636.0,GM - Chevrolet
ONIX SEDAN Plus LTZ 1.0 12V TB Flex Aut.,8827,2023 Flex,2023.0,Flex,"R$ 76.283,00",004502-0,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:36",76283.0,GM - Chevrolet
ONIX SEDAN Plus LTZ 1.0 12V TB Flex Aut.,8827,2022 Flex,2022.0,Flex,"R$ 74.382,00",004502-0,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:36",74382.0,GM - Chevrolet
ONIX SEDAN Plus LTZ 1.0 12V TB Flex Aut.,8827,2021 Flex,2021.0,Flex,"R$ 67.203,00",004502-0,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:36",67203.0,GM - Chevrolet
ONIX SEDAN Plus LTZ 1.0 12V TB Flex Aut.,8827,2020 Flex,2020.0,Flex,"R$ 65.324,00",004502-0,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:36",65324.0,GM - Chevrolet
ONIX SEDAN Plus LTZ 1.0 12V TB Flex Mec.,8828,2023 Flex,2023.0,Flex,"R$ 74.801,00",004503-9,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:36",74801.0,GM - Chevrolet
ONIX SEDAN Plus LTZ 1.0 12V TB Flex Mec.,8828,2022 Flex,2022.0,Flex,"R$ 69.652,00",004503-9,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:36",69652.0,GM - Chevrolet
ONIX SEDAN Plus LTZ 1.0 12V TB Flex Mec.,8828,2021 Flex,2021.0,Flex,"R$ 66.452,00",004503-9,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:36",66452.0,GM - Chevrolet
ONIX SEDAN Plus LTZ 1.0 12V TB Flex Mec.,8828,2020 Flex,2020.0,Flex,"R$ 63.190,00",004503-9,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:36",63190.0,GM - Chevrolet
PRISMA  Sed. Maxx/ LT 1.4 8V ECONOF. 4p,4188,,,,,,,,,GM - Chevrolet
PRISMA Sed. ADVANT. 1.0 8V FlexPower 4p,6866,,,,,,,,,GM - Chevrolet
PRISMA Sed. ADVANT. 1.4 8V F.Power Aut.,7373,2019 Flex,2019.0,Flex,"R$ 64.423,00",004466-0,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:36",64423.0,GM - Chevrolet
PRISMA Sed. Joy 1.4 8V ECONOFLEX 4p,4189,,,,,,,,,GM - Chevrolet
PRISMA Sed. Joy/ LS 1.0 8V FlexPower 4p,4849,2019 Flex,2019.0,Flex,"R$ 47.314,00",004358-3,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:36",47314.0,GM - Chevrolet
PRISMA Sed. LT 1.0 8V FlexPower 4p,6349,,,,,,,,,GM - Chevrolet
PRISMA Sed. LT 1.4 8V FlexPower 4p,6350,2019 Flex,2019.0,Flex,"R$ 59.893,00",004433-4,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:37",59893.0,GM - Chevrolet
PRISMA Sed. LT 1.4 8V FlexPower 4p Aut.,6532,2019 Flex,2019.0,Flex,"R$ 64.111,00",004436-9,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:37",64111.0,GM - Chevrolet
PRISMA Sed. LTZ 1.4 8V FlexPower 4p,6351,2019 Flex,2019.0,Flex,"R$ 62.779,00",004434-2,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:37",62779.0,GM - Chevrolet
PRISMA Sed. LTZ 1.4 8V FlexPower 4p Aut.,6533,2019 Flex,2019.0,Flex,"R$ 64.095,00",004437-7,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:37",64095.0,GM - Chevrolet
HB20 1 Million 1.6 Flex 16V Aut.,8452,2019 Flex,2019.0,Flex,"R$ 67.995,00",015158-0,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:37",67995.0,Hyundai
HB20 5 Anos 1.0 Flex 12V Mec.,8011,,,,,,,,,Hyundai
HB20 5 Anos 1.6 Flex 16V Aut.,8012,,,,,,,,,Hyundai
HB20 C./C.Plus/C.Style 1.6 Flex 16V Mec.,6207,2019 Flex,2019.0,Flex,"R$ 57.965,00",015089-4,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:37",57965.0,Hyundai
HB20 C.Style/C.Plus 1.6 Flex 16V Aut.,6206,2019 Flex,2019.0,Flex,"R$ 62.682,00",015090-8,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:37",62682.0,Hyundai
HB20 Comf. Plus Tech 1.0 TB Flex 12V Aut,11130,2025 Flex,2025.0,Flex,"R$ 92.730,00",015246-3,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:37",92730.0,Hyundai
HB20 Comf./C.Plus/C.Style 1.0 Flex 12V,6205,2019 Flex,2019.0,Flex,"R$ 54.898,00",015088-6,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:37",54898.0,Hyundai
HB20 Comfort 1.0 Flex 12V Mec.,9906,2026 Flex,2026.0,Flex,"R$ 81.733,00",015215-3,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:38",81733.0,Hyundai
HB20 Comfort 1.0 Flex 12V Mec.,9906,2024 Flex,2024.0,Flex,"R$ 70.005,00",015215-3,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:38",70005.0,Hyundai
HB20 Comfort 1.0 Flex 12V Mec.,9906,2023 Flex,2023.0,Flex,"R$ 64.274,00",015215-3,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:38",64274.0,Hyundai
HB20 Comfort 1.0 TB Flex 12V Aut,9907,2024 Flex,2024.0,Flex,"R$ 82.890,00",015214-5,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:38",82890.0,Hyundai
HB20 Comfort 1.0 TB Flex 12V Aut,9907,2023 Flex,2023.0,Flex,"R$ 79.353,00",015214-5,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:38",79353.0,Hyundai
HB20 Comfort 1.0 TB Flex 12V Mec,9908,2024 Flex,2024.0,Flex,"R$ 73.441,00",015216-1,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:38",73441.0,Hyundai
HB20 Comfort 1.0 TB Flex 12V Mec,9908,2023 Flex,2023.0,Flex,"R$ 65.479,00",015216-1,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:38",65479.0,Hyundai
HB20 Comfort Plus 1.0 Flex 12V Mec.,10861,2025 Flex,2025.0,Flex,"R$ 73.898,00",015245-5,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:38",73898.0,Hyundai
HB20 Comfort Plus 1.0 Flex 12V Mec.,10861,2024 Flex,2024.0,Flex,"R$ 70.035,00",015245-5,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:38",70035.0,Hyundai
HB20 Comfort Plus 1.0 TB Flex 12V Aut.,10778,2025 Flex,2025.0,Flex,"R$ 91.384,00",015236-6,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:38",91384.0,Hyundai
HB20 Comfort Plus 1.0 TB Flex 12V Aut.,10778,2024 Flex,2024.0,Flex,"R$ 85.394,00",015236-6,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:38",85394.0,Hyundai
HB20 Comfort Plus 1.0 TB Flex 12V Mec.,7546,2024 Flex,2024.0,Flex,"R$ 72.565,00",015126-2,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:38",72565.0,Hyundai
HB20 Comfort Plus 1.0 TB Flex 12V Mec.,7546,2019 Flex,2019.0,Flex,"R$ 55.592,00",015126-2,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:38",55592.0,Hyundai
HB20 Comfort Style 1.0 TB Flex 12V Mec.,7547,,,,,,,,,Hyundai
HB20 Copa do Mundo 1.0 Flex 12V Mec.,6739,2019 Flex,2019.0,Flex,"R$ 57.074,00",015109-2,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:38",57074.0,Hyundai
HB20 Copa do Mundo 1.6 Flex 16V Aut.,6741,2019 Flex,2019.0,Flex,"R$ 67.537,00",015111-4,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:38",67537.0,Hyundai
HB20 Copa do Mundo 1.6 Flex 16V Mec.,6740,,,,,,,,,Hyundai
HB20 Copa Mundo Qatar 1.0 Flex Mec,10167,2023 Flex,2023.0,Flex,"R$ 75.483,00",015223-4,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:39",75483.0,Hyundai
HB20 Copa Mundo Qatar 1.0 TB Flex Aut.,10168,2023 Flex,2023.0,Flex,"R$ 82.555,00",015222-6,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:39",82555.0,Hyundai
HB20 Diamond 1.0 TB Flex 12V Aut.,8849,2022 Flex,2022.0,Flex,"R$ 79.116,00",015171-8,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:39",79116.0,Hyundai
HB20 Diamond 1.0 TB Flex 12V Aut.,8849,2021 Flex,2021.0,Flex,"R$ 76.303,00",015171-8,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:39",76303.0,Hyundai
HB20 Diamond 1.0 TB Flex 12V Aut.,8849,2020 Flex,2020.0,Flex,"R$ 74.277,00",015171-8,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:39",74277.0,Hyundai
HB20 Diamond Plus 1.0 TB Flex 12V Aut.,8850,2022 Flex,2022.0,Flex,"R$ 79.128,00",015172-6,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:39",79128.0,Hyundai
HB20 Diamond Plus 1.0 TB Flex 12V Aut.,8850,2021 Flex,2021.0,Flex,"R$ 76.305,00",015172-6,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:39",76305.0,Hyundai
HB20 Diamond Plus 1.0 TB Flex 12V Aut.,8850,2020 Flex,2020.0,Flex,"R$ 74.443,00",015172-6,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:39",74443.0,Hyundai
HB20 Edição Especial 1.0 Flex Mec.,10212,2023 Flex,2023.0,Flex,"R$ 69.680,00",015224-2,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:39",69680.0,Hyundai
HB20 Edição Especial 1.0 TB Flex Aut.,10213,2023 Flex,2023.0,Flex,"R$ 76.978,00",015225-0,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:39",76978.0,Hyundai
HB20 Evol. Bluelink 1.0 TB Flex 12V Aut.,9472,2022 Flex,2022.0,Flex,"R$ 75.102,00",015192-0,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:39",75102.0,Hyundai
HB20 Evolution 1.0 Flex 12V Mec.,8851,2022 Flex,2022.0,Flex,"R$ 66.268,00",015164-5,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:39",66268.0,Hyundai
HB20 Evolution 1.0 Flex 12V Mec.,8851,2021 Flex,2021.0,Flex,"R$ 64.526,00",015164-5,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:40",64526.0,Hyundai
HB20 Evolution 1.0 Flex 12V Mec.,8851,2020 Flex,2020.0,Flex,"R$ 62.952,00",015164-5,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:40",62952.0,Hyundai
HB20 Evolution 1.0 TB Flex 12V Aut.,8852,2022 Flex,2022.0,Flex,"R$ 75.032,00",015170-0,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:40",75032.0,Hyundai
HB20 Evolution 1.0 TB Flex 12V Aut.,8852,2021 Flex,2021.0,Flex,"R$ 73.060,00",015170-0,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:40",73060.0,Hyundai
HB20 Evolution 1.0 TB Flex 12V Aut.,8852,2020 Flex,2020.0,Flex,"R$ 70.625,00",015170-0,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:40",70625.0,Hyundai
HB20 Evolution Bluelink 1.0 Flex 12V Mec,9473,2022 Flex,2022.0,Flex,"R$ 66.329,00",015191-2,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:40",66329.0,Hyundai
HB20 For You 1.0 Flex 12V 5p,6959,,,,,,,,,Hyundai
HB20 Launch Edition 1.6 Flex 16V Aut.,8853,2020 Flex,2020.0,Flex,"R$ 73.573,00",015167-0,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:40",73573.0,Hyundai
HB20 Limited 1.0 Flex 12V Mec.,9909,2026 Flex,2026.0,Flex,"R$ 84.508,00",015213-7,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:40",84508.0,Hyundai
HB20 Limited 1.0 Flex 12V Mec.,9909,2024 Flex,2024.0,Flex,"R$ 76.681,00",015213-7,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:40",76681.0,Hyundai
HB20 Limited 1.0 Flex 12V Mec.,9909,2023 Flex,2023.0,Flex,"R$ 67.461,00",015213-7,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:40",67461.0,Hyundai
HB20 Limited 1.0 TB Flex 12V Aut.,11458,2026 Flex,2026.0,Flex,"R$ 105.081,00",015251-0,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:40",105081.0,Hyundai
HB20 Limited Plus 1.0 Flex 12V Mec.,11019,2025 Flex,2025.0,Flex,"R$ 78.785,00",015235-8,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:40",78785.0,Hyundai
HB20 Limited Plus 1.0 Flex 12V Mec.,11019,2024 Flex,2024.0,Flex,"R$ 76.785,00",015235-8,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:40",76785.0,Hyundai
HB20 Ocean 1.0 Flex 12V 5p Mec.,7697,,,,,,,,,Hyundai
HB20 Ocean 1.6 Flex 16V 5p Aut.,7698,,,,,,,,,Hyundai
HB20 Ocean 1.6 Flex 16V 5p Mec.,7699,,,,,,,,,Hyundai
HB20 Plat. Safety 1.0 TB Flex 12V Aut.,10780,2025 Flex,2025.0,Flex,"R$ 96.251,00",015233-1,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:41",96251.0,Hyundai
HB20 Plat. Safety 1.0 TB Flex 12V Aut.,10780,2024 Flex,2024.0,Flex,"R$ 92.218,00",015233-1,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:41",92218.0,Hyundai
HB20 Platinum 1.0 TB Flex 12V Aut.,9617,2026 Flex,2026.0,Flex,"R$ 110.121,00",015209-9,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:41",110121.0,Hyundai
HB20 Platinum 1.0 TB Flex 12V Aut.,9617,2024 Flex,2024.0,Flex,"R$ 92.763,00",015209-9,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:41",92763.0,Hyundai
HB20 Platinum 1.0 TB Flex 12V Aut.,9617,2023 Flex,2023.0,Flex,"R$ 86.922,00",015209-9,maio de 2026 ,"segunda-feira, 18 de maio de 2026 19:41",86922.0,Hyundai
