Modelo,CodigoModelo,AnoLabel,AnoModelo,Combustivel,Valor,CodigoFipe,MesReferencia,DataConsulta,Valor_num,Marca
ONIX HATCH LT 1.0 12V TB Flex 5p Mec.,8891,2024 Flex,2024.0,Flex,"R$ 78.772,00",004512-8,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 02:58",78772.0,GM - Chevrolet
ONIX HATCH LT 1.0 12V TB Flex 5p Mec.,8891,2023 Flex,2023.0,Flex,"R$ 72.962,00",004512-8,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 02:58",72962.0,GM - Chevrolet
ONIX HATCH LT 1.0 12V TB Flex 5p Mec.,8891,2022 Flex,2022.0,Flex,"R$ 70.329,00",004512-8,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 02:59",70329.0,GM - Chevrolet
ONIX HATCH LT 1.0 12V TB Flex 5p Mec.,8891,2021 Flex,2021.0,Flex,"R$ 67.262,00",004512-8,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 02:59",67262.0,GM - Chevrolet
ONIX HATCH LT 1.0 12V TB Flex 5p Mec.,8891,2020 Flex,2020.0,Flex,"R$ 61.931,00",004512-8,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 02:59",61931.0,GM - Chevrolet
ONIX HATCH LT 1.0 8V FlexPower 5p Mec.,6232,2019 Flex,2019.0,Flex,"R$ 54.201,00",004424-5,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 02:59",54201.0,GM - Chevrolet
ONIX HATCH LT 1.0 8V FlexPower 5p Mec.,6232,2018 Flex,2018.0,Flex,"R$ 52.059,00",004424-5,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:00",52059.0,GM - Chevrolet
ONIX HATCH LT 1.4 8V FlexPower 5p Aut.,6530,2019 Flex,2019.0,Flex,"R$ 64.695,00",004438-5,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:00",64695.0,GM - Chevrolet
ONIX HATCH LT 1.4 8V FlexPower 5p Aut.,6530,2018 Flex,2018.0,Flex,"R$ 61.175,00",004438-5,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:00",61175.0,GM - Chevrolet
ONIX HATCH LT 1.4 8V FlexPower 5p Mec.,6233,2019 Flex,2019.0,Flex,"R$ 59.258,00",004425-3,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:01",59258.0,GM - Chevrolet
ONIX HATCH LT 1.4 8V FlexPower 5p Mec.,6233,2018 Flex,2018.0,Flex,"R$ 57.812,00",004425-3,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:01",57812.0,GM - Chevrolet
ONIX HATCH LTZ 1.0 12V TB Flex 5p Aut.,8892,2026 Flex,2026.0,Flex,"R$ 105.838,00",004515-2,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:01",105838.0,GM - Chevrolet
ONIX HATCH LTZ 1.0 12V TB Flex 5p Aut.,8892,2025 Flex,2025.0,Flex,"R$ 99.776,00",004515-2,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:01",99776.0,GM - Chevrolet
ONIX HATCH LTZ 1.0 12V TB Flex 5p Aut.,8892,2024 Flex,2024.0,Flex,"R$ 87.028,00",004515-2,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:01",87028.0,GM - Chevrolet
ONIX HATCH LTZ 1.0 12V TB Flex 5p Aut.,8892,2023 Flex,2023.0,Flex,"R$ 80.981,00",004515-2,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:01",80981.0,GM - Chevrolet
ONIX HATCH LTZ 1.0 12V TB Flex 5p Aut.,8892,2022 Flex,2022.0,Flex,"R$ 73.688,00",004515-2,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:02",73688.0,GM - Chevrolet
ONIX HATCH LTZ 1.0 12V TB Flex 5p Aut.,8892,2021 Flex,2021.0,Flex,"R$ 69.877,00",004515-2,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:02",69877.0,GM - Chevrolet
ONIX HATCH LTZ 1.0 12V TB Flex 5p Aut.,8892,2020 Flex,2020.0,Flex,"R$ 67.918,00",004515-2,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:02",67918.0,GM - Chevrolet
ONIX HATCH LTZ 1.0 12V TB Flex 5p Mec.,8893,2023 Flex,2023.0,Flex,"R$ 74.876,00",004513-6,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:02",74876.0,GM - Chevrolet
ONIX HATCH LTZ 1.0 12V TB Flex 5p Mec.,8893,2022 Flex,2022.0,Flex,"R$ 69.905,00",004513-6,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:02",69905.0,GM - Chevrolet
ONIX HATCH LTZ 1.0 12V TB Flex 5p Mec.,8893,2021 Flex,2021.0,Flex,"R$ 65.453,00",004513-6,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:02",65453.0,GM - Chevrolet
ONIX HATCH LTZ 1.0 12V TB Flex 5p Mec.,8893,2020 Flex,2020.0,Flex,"R$ 59.054,00",004513-6,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:02",59054.0,GM - Chevrolet
ONIX HATCH LTZ 1.4 8V FlexPower 5p Aut.,6531,2019 Flex,2019.0,Flex,"R$ 66.852,00",004439-3,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:03",66852.0,GM - Chevrolet
ONIX HATCH LTZ 1.4 8V FlexPower 5p Aut.,6531,2018 Flex,2018.0,Flex,"R$ 65.221,00",004439-3,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:03",65221.0,GM - Chevrolet
ONIX HATCH LTZ 1.4 8V FlexPower 5p Mec.,6234,2019 Flex,2019.0,Flex,"R$ 60.965,00",004426-1,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:03",60965.0,GM - Chevrolet
ONIX HATCH LTZ 1.4 8V FlexPower 5p Mec.,6234,2018 Flex,2018.0,Flex,"R$ 59.478,00",004426-1,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:04",59478.0,GM - Chevrolet
ONIX HATCH PREM. 1.0 12V TB Flex 5p Aut.,8894,2026 Flex,2026.0,Flex,"R$ 119.346,00",004516-0,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:04",119346.0,GM - Chevrolet
ONIX HATCH PREM. 1.0 12V TB Flex 5p Aut.,8894,2025 Flex,2025.0,Flex,"R$ 100.647,00",004516-0,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:04",100647.0,GM - Chevrolet
ONIX HATCH PREM. 1.0 12V TB Flex 5p Aut.,8894,2024 Flex,2024.0,Flex,"R$ 92.966,00",004516-0,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:04",92966.0,GM - Chevrolet
ONIX HATCH PREM. 1.0 12V TB Flex 5p Aut.,8894,2023 Flex,2023.0,Flex,"R$ 83.243,00",004516-0,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:05",83243.0,GM - Chevrolet
ONIX HATCH PREM. 1.0 12V TB Flex 5p Aut.,8894,2022 Flex,2022.0,Flex,"R$ 76.361,00",004516-0,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:05",76361.0,GM - Chevrolet
ONIX HATCH PREM. 1.0 12V TB Flex 5p Aut.,8894,2021 Flex,2021.0,Flex,"R$ 72.809,00",004516-0,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:05",72809.0,GM - Chevrolet
ONIX HATCH PREM. 1.0 12V TB Flex 5p Aut.,8894,2020 Flex,2020.0,Flex,"R$ 70.435,00",004516-0,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:05",70435.0,GM - Chevrolet
ONIX HATCH RS 1.0 TB 12V Flex 5p Aut.,9211,2026 Flex,2026.0,Flex,"R$ 109.878,00",004530-6,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:05",109878.0,GM - Chevrolet
ONIX HATCH RS 1.0 TB 12V Flex 5p Aut.,9211,2025 Flex,2025.0,Flex,"R$ 100.889,00",004530-6,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:05",100889.0,GM - Chevrolet
ONIX HATCH RS 1.0 TB 12V Flex 5p Aut.,9211,2024 Flex,2024.0,Flex,"R$ 90.590,00",004530-6,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:06",90590.0,GM - Chevrolet
ONIX HATCH RS 1.0 TB 12V Flex 5p Aut.,9211,2023 Flex,2023.0,Flex,"R$ 82.391,00",004530-6,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:06",82391.0,GM - Chevrolet
ONIX HATCH RS 1.0 TB 12V Flex 5p Aut.,9211,2022 Flex,2022.0,Flex,"R$ 76.411,00",004530-6,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:06",76411.0,GM - Chevrolet
ONIX HATCH RS 1.0 TB 12V Flex 5p Aut.,9211,2021 Flex,2021.0,Flex,"R$ 73.518,00",004530-6,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:06",73518.0,GM - Chevrolet
ONIX HATCH SELEÇÃO 1.0 8V Flex 5p Mec.,7259,,,,,,,,,GM - Chevrolet
ONIX SD. P. PR. MIDNIGHT 1.0 TB Flex Aut,9212,2022 Flex,2022.0,Flex,"R$ 77.738,00",004531-4,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:07",77738.0,GM - Chevrolet
ONIX SD. P. PR. MIDNIGHT 1.0 TB Flex Aut,9212,2021 Flex,2021.0,Flex,"R$ 71.676,00",004531-4,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:07",71676.0,GM - Chevrolet
ONIX SED. Plus PREM. 1.0 12V TB Flex Aut,8823,2026 Flex,2026.0,Flex,"R$ 119.412,00",004504-7,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:07",119412.0,GM - Chevrolet
ONIX SED. Plus PREM. 1.0 12V TB Flex Aut,8823,2025 Flex,2025.0,Flex,"R$ 102.049,00",004504-7,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:07",102049.0,GM - Chevrolet
ONIX SED. Plus PREM. 1.0 12V TB Flex Aut,8823,2024 Flex,2024.0,Flex,"R$ 95.615,00",004504-7,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:08",95615.0,GM - Chevrolet
ONIX SED. Plus PREM. 1.0 12V TB Flex Aut,8823,2023 Flex,2023.0,Flex,"R$ 83.264,00",004504-7,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:08",83264.0,GM - Chevrolet
ONIX SED. Plus PREM. 1.0 12V TB Flex Aut,8823,2022 Flex,2022.0,Flex,"R$ 76.450,00",004504-7,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:08",76450.0,GM - Chevrolet
ONIX SED. Plus PREM. 1.0 12V TB Flex Aut,8823,2021 Flex,2021.0,Flex,"R$ 73.303,00",004504-7,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:08",73303.0,GM - Chevrolet
ONIX SED. Plus PREM. 1.0 12V TB Flex Aut,8823,2020 Flex,2020.0,Flex,"R$ 70.442,00",004504-7,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:08",70442.0,GM - Chevrolet
ONIX SEDAN Plus 1.0 12V Mec.,11617,2026 Flex,2026.0,Flex,"R$ 91.621,00",004561-6,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:09",91621.0,GM - Chevrolet
ONIX SEDAN Plus 1.0 12V TB Flex Aut.,8824,2026 Flex,2026.0,Flex,"R$ 107.897,00",004499-7,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:09",107897.0,GM - Chevrolet
ONIX SEDAN Plus 1.0 12V TB Flex Aut.,8824,2025 Flex,2025.0,Flex,"R$ 93.727,00",004499-7,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:09",93727.0,GM - Chevrolet
ONIX SEDAN Plus 1.0 12V TB Flex Aut.,8824,2024 Flex,2024.0,Flex,"R$ 82.010,00",004499-7,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:09",82010.0,GM - Chevrolet
ONIX SEDAN Plus 1.0 12V TB Flex Aut.,8824,2023 Flex,2023.0,Flex,"R$ 77.196,00",004499-7,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:09",77196.0,GM - Chevrolet
ONIX SEDAN Plus 1.0 12V TB Flex Aut.,8824,2022 Flex,2022.0,Flex,"R$ 74.676,00",004499-7,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:10",74676.0,GM - Chevrolet
ONIX SEDAN Plus 1.0 12V TB Flex Aut.,8824,2021 Flex,2021.0,Flex,"R$ 68.504,00",004499-7,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:10",68504.0,GM - Chevrolet
ONIX SEDAN Plus 1.0 12V TB Flex Aut.,8824,2020 Flex,2020.0,Flex,"R$ 62.276,00",004499-7,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:10",62276.0,GM - Chevrolet
ONIX SEDAN Plus 1.0 12V TB Flex Mec.,11618,2026 Flex,2026.0,Flex,"R$ 97.554,00",004556-0,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:11",97554.0,GM - Chevrolet
ONIX SEDAN Plus LT 1.0 12V Flex 4p Mec.,8950,2026 Flex,2026.0,Flex,"R$ 94.565,00",004518-7,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:11",94565.0,GM - Chevrolet
ONIX SEDAN Plus LT 1.0 12V Flex 4p Mec.,8950,2025 Flex,2025.0,Flex,"R$ 76.492,00",004518-7,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:11",76492.0,GM - Chevrolet
ONIX SEDAN Plus LT 1.0 12V Flex 4p Mec.,8950,2024 Flex,2024.0,Flex,"R$ 73.932,00",004518-7,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:11",73932.0,GM - Chevrolet
ONIX SEDAN Plus LT 1.0 12V Flex 4p Mec.,8950,2023 Flex,2023.0,Flex,"R$ 66.678,00",004518-7,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:11",66678.0,GM - Chevrolet
ONIX SEDAN Plus LT 1.0 12V Flex 4p Mec.,8950,2022 Flex,2022.0,Flex,"R$ 61.559,00",004518-7,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:12",61559.0,GM - Chevrolet
ONIX SEDAN Plus LT 1.0 12V Flex 4p Mec.,8950,2021 Flex,2021.0,Flex,"R$ 60.057,00",004518-7,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:12",60057.0,GM - Chevrolet
ONIX SEDAN Plus LT 1.0 12V Flex 4p Mec.,8950,2020 Flex,2020.0,Flex,"R$ 57.806,00",004518-7,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:12",57806.0,GM - Chevrolet
ONIX SEDAN Plus LT 1.0 12V TB Flex Aut.,8825,2026 Flex,2026.0,Flex,"R$ 107.983,00",004501-2,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:12",107983.0,GM - Chevrolet
ONIX SEDAN Plus LT 1.0 12V TB Flex Aut.,8825,2025 Flex,2025.0,Flex,"R$ 97.450,00",004501-2,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:12",97450.0,GM - Chevrolet
ONIX SEDAN Plus LT 1.0 12V TB Flex Aut.,8825,2024 Flex,2024.0,Flex,"R$ 84.048,00",004501-2,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:13",84048.0,GM - Chevrolet
ONIX SEDAN Plus LT 1.0 12V TB Flex Aut.,8825,2023 Flex,2023.0,Flex,"R$ 77.585,00",004501-2,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:13",77585.0,GM - Chevrolet
ONIX SEDAN Plus LT 1.0 12V TB Flex Aut.,8825,2022 Flex,2022.0,Flex,"R$ 75.482,00",004501-2,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:13",75482.0,GM - Chevrolet
ONIX SEDAN Plus LT 1.0 12V TB Flex Aut.,8825,2021 Flex,2021.0,Flex,"R$ 68.514,00",004501-2,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:13",68514.0,GM - Chevrolet
ONIX SEDAN Plus LT 1.0 12V TB Flex Aut.,8825,2020 Flex,2020.0,Flex,"R$ 66.023,00",004501-2,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:13",66023.0,GM - Chevrolet
ONIX SEDAN Plus LT 1.0 12V TB Flex Mec.,8826,2026 Flex,2026.0,Flex,"R$ 103.616,00",004500-4,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:14",103616.0,GM - Chevrolet
ONIX SEDAN Plus LT 1.0 12V TB Flex Mec.,8826,2025 Flex,2025.0,Flex,"R$ 88.015,00",004500-4,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:14",88015.0,GM - Chevrolet
ONIX SEDAN Plus LT 1.0 12V TB Flex Mec.,8826,2024 Flex,2024.0,Flex,"R$ 78.854,00",004500-4,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:14",78854.0,GM - Chevrolet
ONIX SEDAN Plus LT 1.0 12V TB Flex Mec.,8826,2023 Flex,2023.0,Flex,"R$ 73.114,00",004500-4,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:14",73114.0,GM - Chevrolet
ONIX SEDAN Plus LT 1.0 12V TB Flex Mec.,8826,2022 Flex,2022.0,Flex,"R$ 70.521,00",004500-4,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:14",70521.0,GM - Chevrolet
ONIX SEDAN Plus LT 1.0 12V TB Flex Mec.,8826,2021 Flex,2021.0,Flex,"R$ 67.320,00",004500-4,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:14",67320.0,GM - Chevrolet
ONIX SEDAN Plus LT 1.0 12V TB Flex Mec.,8826,2020 Flex,2020.0,Flex,"R$ 61.985,00",004500-4,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:14",61985.0,GM - Chevrolet
ONIX SEDAN Plus LTZ 1.0 12V TB Flex Aut.,8827,2026 Flex,2026.0,Flex,"R$ 111.983,00",004502-0,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:15",111983.0,GM - Chevrolet
ONIX SEDAN Plus LTZ 1.0 12V TB Flex Aut.,8827,2025 Flex,2025.0,Flex,"R$ 97.562,00",004502-0,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:15",97562.0,GM - Chevrolet
ONIX SEDAN Plus LTZ 1.0 12V TB Flex Aut.,8827,2024 Flex,2024.0,Flex,"R$ 84.075,00",004502-0,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:15",84075.0,GM - Chevrolet
ONIX SEDAN Plus LTZ 1.0 12V TB Flex Aut.,8827,2023 Flex,2023.0,Flex,"R$ 77.685,00",004502-0,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:15",77685.0,GM - Chevrolet
ONIX SEDAN Plus LTZ 1.0 12V TB Flex Aut.,8827,2022 Flex,2022.0,Flex,"R$ 75.541,00",004502-0,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:15",75541.0,GM - Chevrolet
ONIX SEDAN Plus LTZ 1.0 12V TB Flex Aut.,8827,2021 Flex,2021.0,Flex,"R$ 68.652,00",004502-0,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:16",68652.0,GM - Chevrolet
ONIX SEDAN Plus LTZ 1.0 12V TB Flex Aut.,8827,2020 Flex,2020.0,Flex,"R$ 66.097,00",004502-0,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:16",66097.0,GM - Chevrolet
ONIX SEDAN Plus LTZ 1.0 12V TB Flex Mec.,8828,2023 Flex,2023.0,Flex,"R$ 74.464,00",004503-9,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:16",74464.0,GM - Chevrolet
ONIX SEDAN Plus LTZ 1.0 12V TB Flex Mec.,8828,2022 Flex,2022.0,Flex,"R$ 70.652,00",004503-9,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:16",70652.0,GM - Chevrolet
ONIX SEDAN Plus LTZ 1.0 12V TB Flex Mec.,8828,2021 Flex,2021.0,Flex,"R$ 67.451,00",004503-9,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:16",67451.0,GM - Chevrolet
ONIX SEDAN Plus LTZ 1.0 12V TB Flex Mec.,8828,2020 Flex,2020.0,Flex,"R$ 64.060,00",004503-9,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:16",64060.0,GM - Chevrolet
PRISMA  Sed. Maxx/ LT 1.4 8V ECONOF. 4p,4188,,,,,,,,,GM - Chevrolet
PRISMA Sed. ADVANT. 1.0 8V FlexPower 4p,6866,,,,,,,,,GM - Chevrolet
PRISMA Sed. ADVANT. 1.4 8V F.Power Aut.,7373,2019 Flex,2019.0,Flex,"R$ 64.415,00",004466-0,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:17",64415.0,GM - Chevrolet
PRISMA Sed. ADVANT. 1.4 8V F.Power Aut.,7373,2018 Flex,2018.0,Flex,"R$ 62.843,00",004466-0,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:18",62843.0,GM - Chevrolet
PRISMA Sed. Joy 1.4 8V ECONOFLEX 4p,4189,,,,,,,,,GM - Chevrolet
PRISMA Sed. Joy/ LS 1.0 8V FlexPower 4p,4849,2019 Flex,2019.0,Flex,"R$ 46.682,00",004358-3,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:18",46682.0,GM - Chevrolet
PRISMA Sed. Joy/ LS 1.0 8V FlexPower 4p,4849,2018 Flex,2018.0,Flex,"R$ 45.543,00",004358-3,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:18",45543.0,GM - Chevrolet
PRISMA Sed. LT 1.0 8V FlexPower 4p,6349,,,,,,,,,GM - Chevrolet
PRISMA Sed. LT 1.4 8V FlexPower 4p,6350,2019 Flex,2019.0,Flex,"R$ 59.192,00",004433-4,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:18",59192.0,GM - Chevrolet
PRISMA Sed. LT 1.4 8V FlexPower 4p,6350,2018 Flex,2018.0,Flex,"R$ 57.748,00",004433-4,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:19",57748.0,GM - Chevrolet
PRISMA Sed. LT 1.4 8V FlexPower 4p Aut.,6532,2019 Flex,2019.0,Flex,"R$ 63.555,00",004436-9,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:19",63555.0,GM - Chevrolet
PRISMA Sed. LT 1.4 8V FlexPower 4p Aut.,6532,2018 Flex,2018.0,Flex,"R$ 61.346,00",004436-9,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:19",61346.0,GM - Chevrolet
PRISMA Sed. LTZ 1.4 8V FlexPower 4p,6351,2019 Flex,2019.0,Flex,"R$ 62.651,00",004434-2,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:19",62651.0,GM - Chevrolet
PRISMA Sed. LTZ 1.4 8V FlexPower 4p,6351,2018 Flex,2018.0,Flex,"R$ 61.122,00",004434-2,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:19",61122.0,GM - Chevrolet
PRISMA Sed. LTZ 1.4 8V FlexPower 4p Aut.,6533,2019 Flex,2019.0,Flex,"R$ 64.116,00",004437-7,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:20",64116.0,GM - Chevrolet
PRISMA Sed. LTZ 1.4 8V FlexPower 4p Aut.,6533,2018 Flex,2018.0,Flex,"R$ 62.420,00",004437-7,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:20",62420.0,GM - Chevrolet
HB20 1 Million 1.6 Flex 16V Aut.,8452,2019 Flex,2019.0,Flex,"R$ 67.345,00",015158-0,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:21",67345.0,Hyundai
HB20 5 Anos 1.0 Flex 12V Mec.,8011,2018 Flex,2018.0,Flex,"R$ 52.233,00",015147-5,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:21",52233.0,Hyundai
HB20 5 Anos 1.6 Flex 16V Aut.,8012,2018 Flex,2018.0,Flex,"R$ 65.100,00",015150-5,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:22",65100.0,Hyundai
HB20 C./C.Plus/C.Style 1.6 Flex 16V Mec.,6207,2019 Flex,2019.0,Flex,"R$ 57.955,00",015089-4,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:22",57955.0,Hyundai
HB20 C./C.Plus/C.Style 1.6 Flex 16V Mec.,6207,2018 Flex,2018.0,Flex,"R$ 54.660,00",015089-4,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:22",54660.0,Hyundai
HB20 C.Style/C.Plus 1.6 Flex 16V Aut.,6206,2019 Flex,2019.0,Flex,"R$ 62.640,00",015090-8,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:23",62640.0,Hyundai
HB20 C.Style/C.Plus 1.6 Flex 16V Aut.,6206,2018 Flex,2018.0,Flex,"R$ 60.732,00",015090-8,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:23",60732.0,Hyundai
HB20 Comf. Plus Tech 1.0 TB Flex 12V Aut,11130,2025 Flex,2025.0,Flex,"R$ 94.430,00",015246-3,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:24",94430.0,Hyundai
HB20 Comf./C.Plus/C.Style 1.0 Flex 12V,6205,2019 Flex,2019.0,Flex,"R$ 54.524,00",015088-6,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:24",54524.0,Hyundai
HB20 Comf./C.Plus/C.Style 1.0 Flex 12V,6205,2018 Flex,2018.0,Flex,"R$ 51.278,00",015088-6,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:24",51278.0,Hyundai
HB20 Comfort 1.0 Flex 12V Mec.,9906,2026 Flex,2026.0,Flex,"R$ 81.045,00",015215-3,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:25",81045.0,Hyundai
HB20 Comfort 1.0 Flex 12V Mec.,9906,2024 Flex,2024.0,Flex,"R$ 69.810,00",015215-3,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:25",69810.0,Hyundai
HB20 Comfort 1.0 Flex 12V Mec.,9906,2023 Flex,2023.0,Flex,"R$ 63.775,00",015215-3,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:25",63775.0,Hyundai
HB20 Comfort 1.0 TB Flex 12V Aut,9907,2024 Flex,2024.0,Flex,"R$ 82.277,00",015214-5,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:26",82277.0,Hyundai
HB20 Comfort 1.0 TB Flex 12V Aut,9907,2023 Flex,2023.0,Flex,"R$ 79.845,00",015214-5,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:26",79845.0,Hyundai
HB20 Comfort 1.0 TB Flex 12V Mec,9908,2024 Flex,2024.0,Flex,"R$ 73.127,00",015216-1,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:26",73127.0,Hyundai
HB20 Comfort 1.0 TB Flex 12V Mec,9908,2023 Flex,2023.0,Flex,"R$ 64.636,00",015216-1,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 03:26",64636.0,Hyundai
