Modelo,CodigoModelo,AnoLabel,AnoModelo,Combustivel,Valor,CodigoFipe,MesReferencia,DataConsulta,Valor_num,Marca
Creta Ultimate 2.0 16V Flex Aut.,9604,2022 Flex,2022.0,Flex,"R$ 126.845,00",015201-3,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 04:32",126845.0,Hyundai
Palio 1.0 Cel. ECON./ITALIA F.Flex 8V 4p,4826,,,,,,,,,Fiat
Palio 1.0 Celebr. ECONOMY F.Flex 8V 2p,4825,,,,,,,,,Fiat
Palio 1.0 ECONOMY Fire Flex 8V 2p,4827,,,,,,,,,Fiat
Palio 1.0 ECONOMY Fire Flex 8V 4p,4828,,,,,,,,,Fiat
Palio 1.0/ Trofeo 1.0 Fire/ Fire Flex 2p,505,,,,,,,,,Fiat
Palio 1.0/ Trofeo 1.0 Fire/ Fire Flex 4p,506,,,,,,,,,Fiat
Palio 1.5 mpi 8V 2p,507,,,,,,,,,Fiat
Palio 1.5 mpi 8V 4p,508,,,,,,,,,Fiat
Palio 1.6 mpi 16V 2p,509,,,,,,,,,Fiat
Palio 1.6 mpi 16V 4p,510,,,,,,,,,Fiat
Palio 1.8R mpi Flex 8V 2p,4290,,,,,,,,,Fiat
Palio 1.8R mpi Flex 8V 4p,3883,,,,,,,,,Fiat
Palio ATTRA. Best Seller 1.0 EVO Flex 5p,7180,,,,,,,,,Fiat
Palio ATTRA. Best Seller 1.4 EVO Flex 5p,7181,,,,,,,,,Fiat
Palio ATTRA./ITÁLIA 1.4 EVO F.Flex 8V 5p,5271,,,,,,,,,Fiat
Palio ATTRACTIVE 1.0 EVO Fire Flex 8v 5p,5721,,,,,,,,,Fiat
Palio Celebration 1.0 Fire Flex 8V 2p,3965,,,,,,,,,Fiat
Palio Celebration 1.0 Fire Flex 8V 4p,3966,,,,,,,,,Fiat
Palio City 1.0 4p,511,,,,,,,,,Fiat
Palio City 1.5/1.6 4p,512,,,,,,,,,Fiat
Palio CityMatic 1.0 mpi,513,,,,,,,,,Fiat
Palio ED 1.0 mpi 2p e 4p,514,,,,,,,,,Fiat
Palio EDX 1.0 mpi 2p,515,,,,,,,,,Fiat
Palio EDX 1.0 mpi 4p,516,,,,,,,,,Fiat
Palio EL 1.5 mpi 2p e 4p,517,,,,,,,,,Fiat
Palio EL 1.6 spi 2p e 4p,518,,,,,,,,,Fiat
Palio ELX 1.0 Fire/30 Anos F. Flex 8V 4p,521,,,,,,,,,Fiat
Palio ELX 1.0 mpi Fire 16v 4p (25 anos),520,,,,,,,,,Fiat
Palio ELX 1.0/ 1.0 Fire Flex 8V 2p,519,,,,,,,,,Fiat
Palio ELX 1.3 mpi  Fire 16V 4p,522,,,,,,,,,Fiat
Palio ELX 1.3 mpi Flex 8V 4p,523,,,,,,,,,Fiat
Palio ELX 1.4 Fire/30 Anos F. Flex 8V 4p,524,,,,,,,,,Fiat
Palio ELX 1.5 4p,525,,,,,,,,,Fiat
Palio ELX 1.6 4p,526,,,,,,,,,Fiat
Palio ELX 1.6 mpi 16v 4p,527,,,,,,,,,Fiat
Palio ELX 1.8/ 1.8 mpi Flex 8V 4p,528,,,,,,,,,Fiat
Palio ELX Dualogic 1.8 mpi Flex 8V 4p,4967,,,,,,,,,Fiat
Palio ELX/ 500 1.0 4p,529,,,,,,,,,Fiat
Palio ESSENCE 1.6 Flex 16V 5p,5293,,,,,,,,,Fiat
Palio ESSENCE Dualogic 1.6 Flex 16V 5p,5294,,,,,,,,,Fiat
Palio EX 1.0 mpi 2p,530,,,,,,,,,Fiat
Palio EX 1.0 mpi 4p,531,,,,,,,,,Fiat
Palio EX 1.0 mpi Fire 8v 4p,533,,,,,,,,,Fiat
Palio EX 1.0 mpi Fire/ Fire Flex 8v 2p,532,,,,,,,,,Fiat
Palio EX 1.3 mpi Fire 8V 67cv 2p,534,,,,,,,,,Fiat
Palio EX 1.3 mpi Fire 8V 67cv 4p,535,,,,,,,,,Fiat
Palio EX 1.8 mpi 8V 103cv 4p,536,,,,,,,,,Fiat
Palio EX Century 1.0 mpi Fire 16v 2p,537,,,,,,,,,Fiat
Palio EX Century 1.0 mpi Fire 16v 4p,538,,,,,,,,,Fiat
Palio HLX 1.8 mpi 8V 103cv 4p,539,,,,,,,,,Fiat
Palio HLX 1.8 mpi Flex 8V 4p,540,,,,,,,,,Fiat
Palio Rua 1.0 Fire Flex 8V 5p,7026,,,,,,,,,Fiat
Palio SPORT.INTERLAGOS 1.6 Flex 16V,6318,,,,,,,,,Fiat
Palio SPORT.INTERLAGOS Dual.1.6 Flex 16V,6319,,,,,,,,,Fiat
Palio SPORTING 1.6 Flex 16V 5p,5696,,,,,,,,,Fiat
Palio SPORTING B.Edit. 1.6 Flex 16V 5p,7614,,,,,,,,,Fiat
Palio SPORTING Dual. B.Edit. 1.6 Flex 5p,7615,,,,,,,,,Fiat
Palio SPORTING Dualogic 1.6 Flex 16V 5p,5697,,,,,,,,,Fiat
Palio Stile 1.6 mpi 16v 4p,541,,,,,,,,,Fiat
Palio W.Adv. LOC. ITAL.Dual.1.8 Flex 16V,5879,,,,,,,,,Fiat
Palio W.ADV. LOCK. ITALIA 1.8 Flex 16V,5881,,,,,,,,,Fiat
Palio Way 1.0 Fire Flex 8V 5p,6836,,,,,,,,,Fiat
Palio Way Celebration 1.0 F. Flex 8V 5p,6837,,,,,,,,,Fiat
Palio Week. Adv. Dualogic 1.8 Flex,5619,2018 Flex,2018.0,Flex,"R$ 49.411,00",001357-9,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 04:44",49411.0,Fiat
Palio Week. Adv. ITALIA 1.8 Flex 16V,5880,,,,,,,,,Fiat
Palio Week. Adv/Adv TRYON 1.8 mpi Flex,547,2020 Gasolina,2020.0,Gasolina,"R$ 52.953,00",001216-5,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 04:44",52953.0,Fiat
Palio Week. Adv/Adv TRYON 1.8 mpi Flex,547,2019 Gasolina,2019.0,Gasolina,"R$ 51.490,00",001216-5,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 04:45",51490.0,Fiat
Palio Week. Adv/Adv TRYON 1.8 mpi Flex,547,2018 Gasolina,2018.0,Gasolina,"R$ 50.234,00",001216-5,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 04:45",50234.0,Fiat
Palio Week. ATTRACTIVE 1.4 Fire Flex 8V,5272,2020 Flex,2020.0,Flex,"R$ 49.954,00",001315-3,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 04:45",49954.0,Fiat
Palio Week. ATTRACTIVE 1.4 Fire Flex 8V,5272,2019 Flex,2019.0,Flex,"R$ 45.240,00",001315-3,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 04:45",45240.0,Fiat
Palio Week. ATTRACTIVE 1.4 Fire Flex 8V,5272,2018 Flex,2018.0,Flex,"R$ 42.454,00",001315-3,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 04:45",42454.0,Fiat
Palio Week.Adv. ITAL. Dual. 1.8 Flex 16V,5882,,,,,,,,,Fiat
Palio Week.Adv.LOCK.Dualogic 1.8 Flex,4968,,,,,,,,,Fiat
Palio Weekend 1.0 6-marchas,542,,,,,,,,,Fiat
Palio Weekend 1.5 mpi 4p,543,,,,,,,,,Fiat
Palio Weekend 1.6 mpi 16V 4p,544,,,,,,,,,Fiat
Palio Weekend Adv. Ext. 1.8 Dual. Flex,7542,,,,,,,,,Fiat
Palio Weekend Adv. Ext. 1.8 Flex,7543,,,,,,,,,Fiat
Palio Weekend Adv. Loc.Ext.1.8 Dual.Flex,7544,,,,,,,,,Fiat
Palio Weekend Adv. LOCKER Ext. 1.8 Flex,7545,,,,,,,,,Fiat
Palio Weekend Adventure 1.6 8V/16V,545,,,,,,,,,Fiat
Palio Weekend Adventure 1.8 8V 103cv 4p,546,,,,,,,,,Fiat
Palio Weekend Adventure LOCKER 1.8 Flex,4673,2020 Flex,2020.0,Flex,"R$ 55.288,00",001255-6,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 04:48",55288.0,Fiat
Palio Weekend Adventure LOCKER 1.8 Flex,4673,2019 Flex,2019.0,Flex,"R$ 53.939,00",001255-6,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 04:48",53939.0,Fiat
Palio Weekend Adventure LOCKER 1.8 Flex,4673,2018 Flex,2018.0,Flex,"R$ 52.623,00",001255-6,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 04:48",52623.0,Fiat
Palio Weekend City 1.5/ 1.6 4p,548,,,,,,,,,Fiat
Palio Weekend ELX 1.0 mpi Fire 16V,549,,,,,,,,,Fiat
Palio Weekend ELX 1.3 mpi  Fire 16V,550,,,,,,,,,Fiat
Palio Weekend ELX 1.3 mpi Flex 8V 4p,551,,,,,,,,,Fiat
Palio Weekend ELX 1.4 mpi Fire Flex 8V,552,,,,,,,,,Fiat
Palio Weekend ELX 1.5 mpi 4p,553,,,,,,,,,Fiat
Palio Weekend ELX 1.6 mpi,554,,,,,,,,,Fiat
Palio Weekend EX 1.3 mpi Fire 8V 67cv 4p,555,,,,,,,,,Fiat
Palio Weekend EX 1.5 mpi,556,,,,,,,,,Fiat
Palio Weekend EX 1.8 mpi 8V 103cv 4p,557,,,,,,,,,Fiat
Palio Weekend HLX 1.8 mpi Flex 4p,558,,,,,,,,,Fiat
Palio Weekend Sport 1.6 mpi 16V 4p,559,,,,,,,,,Fiat
Palio Weekend Stile 1.6 mpi 16V 4p,560,,,,,,,,,Fiat
Palio Weekend Stile 1.8 mpi 8V 103cv 4p,561,,,,,,,,,Fiat
Palio Weekend Trekking 1.4 Fire Flex 8V,4674,,,,,,,,,Fiat
Palio Weekend Trekking 1.6 Flex 16V 5p,5412,,,,,,,,,Fiat
Palio Weekend Trekking 1.8 mpi Flex 8V,5063,,,,,,,,,Fiat
Palio Young 1.0 mpi 8v 2p,562,,,,,,,,,Fiat
Palio Young 1.0 mpi 8v 4p,563,,,,,,,,,Fiat
Palio Young 1.0 mpi Fire 8V 2p,564,,,,,,,,,Fiat
Palio Young 1.0 mpi Fire 8V 4p,565,,,,,,,,,Fiat
ARGO 1.0 6V Flex,11401,2026 Flex,2026.0,Flex,"R$ 76.785,00",001509-1,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 04:52",76785.0,Fiat
ARGO 1.0 6V Flex,11401,2025 Flex,2025.0,Flex,"R$ 72.562,00",001509-1,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 04:53",72562.0,Fiat
ARGO 1.0 6V Flex,11401,2024 Flex,2024.0,Flex,"R$ 66.723,00",001509-1,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 04:53",66723.0,Fiat
ARGO 1.0 6V Flex,11401,2023 Flex,2023.0,Flex,"R$ 61.304,00",001509-1,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 04:53",61304.0,Fiat
ARGO 1.0 6V Flex,11401,2022 Flex,2022.0,Flex,"R$ 56.147,00",001509-1,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 04:53",56147.0,Fiat
ARGO 1.0 6V Flex,11401,2021 Flex,2021.0,Flex,"R$ 54.230,00",001509-1,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 04:53",54230.0,Fiat
ARGO 1.0 6V Flex,11401,2020 Flex,2020.0,Flex,"R$ 51.452,00",001509-1,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 04:53",51452.0,Fiat
ARGO 1.0 6V Flex,11401,2019 Flex,2019.0,Flex,"R$ 49.552,00",001509-1,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 04:54",49552.0,Fiat
ARGO 1.0 6V Flex,11401,2018 Flex,2018.0,Flex,"R$ 47.177,00",001509-1,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 04:54",47177.0,Fiat
ARGO DRIVE 1.0 6V Flex,7965,2026 Flex,2026.0,Flex,"R$ 80.945,00",001494-0,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 04:54",80945.0,Fiat
ARGO DRIVE 1.0 6V Flex,7965,2025 Flex,2025.0,Flex,"R$ 73.042,00",001494-0,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 04:54",73042.0,Fiat
ARGO DRIVE 1.0 6V Flex,7965,2024 Flex,2024.0,Flex,"R$ 69.215,00",001494-0,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 04:54",69215.0,Fiat
ARGO DRIVE 1.0 6V Flex,7965,2023 Flex,2023.0,Flex,"R$ 64.949,00",001494-0,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 04:54",64949.0,Fiat
ARGO DRIVE 1.0 6V Flex,7965,2022 Flex,2022.0,Flex,"R$ 60.080,00",001494-0,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 04:55",60080.0,Fiat
ARGO DRIVE 1.0 6V Flex,7965,2021 Flex,2021.0,Flex,"R$ 54.800,00",001494-0,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 04:55",54800.0,Fiat
ARGO DRIVE 1.0 6V Flex,7965,2020 Flex,2020.0,Flex,"R$ 52.404,00",001494-0,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 04:55",52404.0,Fiat
ARGO DRIVE 1.0 6V Flex,7965,2019 Flex,2019.0,Flex,"R$ 50.109,00",001494-0,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 04:55",50109.0,Fiat
ARGO DRIVE 1.0 6V Flex,7965,2018 Flex,2018.0,Flex,"R$ 48.352,00",001494-0,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 04:55",48352.0,Fiat
ARGO DRIVE 1.3 8V Flex,7966,2021 Flex,2021.0,Flex,"R$ 65.359,00",001493-1,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 04:56",65359.0,Fiat
ARGO DRIVE 1.3 8V Flex,7966,2020 Flex,2020.0,Flex,"R$ 59.420,00",001493-1,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 04:56",59420.0,Fiat
ARGO DRIVE 1.3 8V Flex,7966,2019 Flex,2019.0,Flex,"R$ 57.526,00",001493-1,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 04:56",57526.0,Fiat
ARGO DRIVE 1.3 8V Flex,7966,2018 Flex,2018.0,Flex,"R$ 51.089,00",001493-1,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 04:56",51089.0,Fiat
ARGO DRIVE 1.3 8V Flex Aut.,10392,2026 Flex,2026.0,Flex,"R$ 94.832,00",001561-0,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 04:56",94832.0,Fiat
ARGO DRIVE 1.3 8V Flex Aut.,10392,2025 Flex,2025.0,Flex,"R$ 86.915,00",001561-0,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 04:56",86915.0,Fiat
ARGO DRIVE 1.3 8V Flex Aut.,10392,2024 Flex,2024.0,Flex,"R$ 82.351,00",001561-0,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 04:56",82351.0,Fiat
ARGO DRIVE 1.3 8V Flex Aut.,10392,2023 Flex,2023.0,Flex,"R$ 80.070,00",001561-0,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 04:57",80070.0,Fiat
ARGO DRIVE GSR 1.3 8V Flex,7967,2020 Flex,2020.0,Flex,"R$ 59.696,00",001492-3,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 04:57",59696.0,Fiat
ARGO DRIVE GSR 1.3 8V Flex,7967,2019 Flex,2019.0,Flex,"R$ 57.925,00",001492-3,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 04:57",57925.0,Fiat
ARGO DRIVE GSR 1.3 8V Flex,7967,2018 Flex,2018.0,Flex,"R$ 52.655,00",001492-3,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 04:57",52655.0,Fiat
ARGO DRIVE S-DESIGN 1.3 8V Flex,9543,2023 Flex,2023.0,Flex,"R$ 74.295,00",001540-7,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 04:57",74295.0,Fiat
ARGO DRIVE S-DESIGN 1.3 8V Flex,9543,2022 Flex,2022.0,Flex,"R$ 65.212,00",001540-7,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 04:58",65212.0,Fiat
ARGO DRIVE TRIBUTO 125 1.0 6V Flex,11256,2025 Flex,2025.0,Flex,"R$ 73.426,00",001583-0,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 04:58",73426.0,Fiat
ARGO ENDURANCE 1.3 8V Flex,11213,2025 Flex,2025.0,Flex,"R$ 81.319,00",001576-8,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 04:58",81319.0,Fiat
ARGO HGT 1.8 16V Flex Aut.,7968,2021 Flex,2021.0,Flex,"R$ 77.306,00",001488-5,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 04:59",77306.0,Fiat
ARGO HGT 1.8 16V Flex Aut.,7968,2020 Flex,2020.0,Flex,"R$ 71.104,00",001488-5,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 04:59",71104.0,Fiat
ARGO HGT 1.8 16V Flex Aut.,7968,2019 Flex,2019.0,Flex,"R$ 66.425,00",001488-5,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 04:59",66425.0,Fiat
ARGO HGT 1.8 16V Flex Aut.,7968,2018 Flex,2018.0,Flex,"R$ 64.804,00",001488-5,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 04:59",64804.0,Fiat
ARGO HGT 1.8 16V Flex Mec.,7969,2019 Flex,2019.0,Flex,"R$ 66.380,00",001490-7,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 05:00",66380.0,Fiat
ARGO HGT 1.8 16V Flex Mec.,7969,2018 Flex,2018.0,Flex,"R$ 62.142,00",001490-7,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 05:00",62142.0,Fiat
ARGO PRECISION 1.8 16V Flex Aut.,7971,2020 Flex,2020.0,Flex,"R$ 71.091,00",001489-3,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 05:01",71091.0,Fiat
ARGO PRECISION 1.8 16V Flex Aut.,7971,2019 Flex,2019.0,Flex,"R$ 64.852,00",001489-3,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 05:01",64852.0,Fiat
ARGO PRECISION 1.8 16V Flex Aut.,7971,2018 Flex,2018.0,Flex,"R$ 60.511,00",001489-3,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 05:01",60511.0,Fiat
ARGO PRECISION 1.8 16V Flex Mec.,7970,2019 Flex,2019.0,Flex,"R$ 61.989,00",001491-5,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 05:01",61989.0,Fiat
ARGO PRECISION 1.8 16V Flex Mec.,7970,2018 Flex,2018.0,Flex,"R$ 58.905,00",001491-5,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 05:01",58905.0,Fiat
ARGO TREKKING 1.3 8V Flex,8690,2026 Flex,2026.0,Flex,"R$ 92.110,00",001519-9,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 05:01",92110.0,Fiat
ARGO TREKKING 1.3 8V Flex,8690,2025 Flex,2025.0,Flex,"R$ 88.414,00",001519-9,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 05:02",88414.0,Fiat
ARGO TREKKING 1.3 8V Flex,8690,2024 Flex,2024.0,Flex,"R$ 83.197,00",001519-9,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 05:02",83197.0,Fiat
ARGO TREKKING 1.3 8V Flex,8690,2023 Flex,2023.0,Flex,"R$ 78.468,00",001519-9,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 05:02",78468.0,Fiat
ARGO TREKKING 1.3 8V Flex,8690,2022 Flex,2022.0,Flex,"R$ 73.020,00",001519-9,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 05:02",73020.0,Fiat
ARGO TREKKING 1.3 8V Flex,8690,2021 Flex,2021.0,Flex,"R$ 71.185,00",001519-9,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 05:02",71185.0,Fiat
ARGO TREKKING 1.3 8V Flex,8690,2020 Flex,2020.0,Flex,"R$ 68.572,00",001519-9,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 05:02",68572.0,Fiat
ARGO TREKKING 1.3 8V Flex Aut.,10393,2026 Flex,2026.0,Flex,"R$ 99.069,00",001562-8,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 05:03",99069.0,Fiat
ARGO TREKKING 1.3 8V Flex Aut.,10393,2025 Flex,2025.0,Flex,"R$ 90.288,00",001562-8,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 05:03",90288.0,Fiat
ARGO TREKKING 1.3 8V Flex Aut.,10393,2024 Flex,2024.0,Flex,"R$ 88.005,00",001562-8,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 05:03",88005.0,Fiat
ARGO TREKKING 1.3 8V Flex Aut.,10393,2023 Flex,2023.0,Flex,"R$ 83.523,00",001562-8,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 05:03",83523.0,Fiat
ARGO TREKKING 1.8 16V Flex Aut.,8947,2021 Flex,2021.0,Flex,"R$ 76.362,00",001524-5,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 05:03",76362.0,Fiat
ARGO TREKKING 1.8 16V Flex Aut.,8947,2020 Flex,2020.0,Flex,"R$ 73.078,00",001524-5,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 05:04",73078.0,Fiat
Doblo  Cargo 1.4 mpi Fire Flex 8V 3p,5105,,,,,,,,,Fiat
Doblo Cargo 1.3 Fire 16V 4/5p,447,,,,,,,,,Fiat
Doblo Cargo 1.6 16V 4/5p,448,,,,,,,,,Fiat
Doblo Cargo 1.8 mpi 8V 103cv,449,,,,,,,,,Fiat
Doblo Cargo 1.8 mpi Fire Flex 8V/16V 4p,3934,2021 Gasolina,2021.0,Gasolina,"R$ 72.495,00",001235-1,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 05:05",72495.0,Fiat
Ducato Cargo 2.2 Diesel (E6),10659,2026 Diesel,2026.0,Diesel,"R$ 245.287,00",001563-6,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 05:05",245287.0,Fiat
Ducato Cargo 2.2 Diesel (E6),10659,2025 Diesel,2025.0,Diesel,"R$ 220.985,00",001563-6,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 05:06",220985.0,Fiat
Ducato Cargo 2.2 Diesel (E6),10659,2024 Diesel,2024.0,Diesel,"R$ 205.994,00",001563-6,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 05:06",205994.0,Fiat
Ducato Cargo 2.2 Diesel (E6),10659,2023 Diesel,2023.0,Diesel,"R$ 199.055,00",001563-6,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 05:06",199055.0,Fiat
Ducato Cargo 2.8 Curto/Longo TB Diesel,453,,,,,,,,,Fiat
Ducato Cargo Curto 2.3 16V Diesel,8204,2021 Diesel,2021.0,Diesel,"R$ 173.476,00",001497-4,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 05:06",173476.0,Fiat
Ducato Cargo Curto 2.3 16V Diesel,8204,2020 Diesel,2020.0,Diesel,"R$ 145.275,00",001497-4,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 05:07",145275.0,Fiat
Ducato Cargo Curto 2.3 16V Diesel,8204,2019 Diesel,2019.0,Diesel,"R$ 134.084,00",001497-4,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 05:07",134084.0,Fiat
Ducato Cargo Curto 2.3 16V Diesel,8204,2018 Diesel,2018.0,Diesel,"R$ 130.813,00",001497-4,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 05:07",130813.0,Fiat
Ducato Cargo Curto 2.3 ME Diesel,5022,,,,,,,,,Fiat
Ducato Cargo Longo 2.3 ME Diesel,5023,,,,,,,,,Fiat
Ducato Cargo Médio 2.3 16V Diesel,8205,2021 Diesel,2021.0,Diesel,"R$ 178.884,00",001498-2,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 05:08",178884.0,Fiat
Ducato Cargo Médio 2.3 16V Diesel,8205,2020 Diesel,2020.0,Diesel,"R$ 145.851,00",001498-2,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 05:08",145851.0,Fiat
Ducato Cargo Médio 2.3 16V Diesel,8205,2019 Diesel,2019.0,Diesel,"R$ 139.930,00",001498-2,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 05:08",139930.0,Fiat
Ducato Cargo Médio 2.3 16V Diesel,8205,2018 Diesel,2018.0,Diesel,"R$ 133.651,00",001498-2,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 05:08",133651.0,Fiat
Ducato MaxiCargo 2.2 Diesel (E6),10660,2026 Diesel,2026.0,Diesel,"R$ 258.292,00",001564-4,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 05:09",258292.0,Fiat
Ducato MaxiCargo 2.2 Diesel (E6),10660,2025 Diesel,2025.0,Diesel,"R$ 222.975,00",001564-4,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 05:09",222975.0,Fiat
Ducato MaxiCargo 2.2 Diesel (E6),10660,2024 Diesel,2024.0,Diesel,"R$ 211.965,00",001564-4,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 05:09",211965.0,Fiat
Ducato MaxiCargo 2.2 Diesel (E6),10660,2023 Diesel,2023.0,Diesel,"R$ 205.950,00",001564-4,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 05:09",205950.0,Fiat
Ducato MaxiCargo 2.3 16V Diesel,8207,2021 Diesel,2021.0,Diesel,"R$ 177.149,00",001500-8,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 05:10",177149.0,Fiat
Ducato MaxiCargo 2.3 16V Diesel,8207,2020 Diesel,2020.0,Diesel,"R$ 160.830,00",001500-8,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 05:10",160830.0,Fiat
Ducato MaxiCargo 2.3 16V Diesel,8207,2019 Diesel,2019.0,Diesel,"R$ 150.145,00",001500-8,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 05:10",150145.0,Fiat
Ducato MaxiCargo 2.3 16V Diesel,8207,2018 Diesel,2018.0,Diesel,"R$ 144.730,00",001500-8,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 05:10",144730.0,Fiat
Ducato MaxiCargo/Furgão Maxi 2.8 TB Dies,457,,,,,,,,,Fiat
Scudo Cargo 1.5 16V Turbo Diesel,9919,2025 Diesel,2025.0,Diesel,"R$ 171.303,00",001550-4,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 05:11",171303.0,Fiat
Scudo Cargo 1.5 16V Turbo Diesel,9919,2024 Diesel,2024.0,Diesel,"R$ 159.163,00",001550-4,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 05:11",159163.0,Fiat
Scudo Cargo 1.5 16V Turbo Diesel,9919,2023 Diesel,2023.0,Diesel,"R$ 151.204,00",001550-4,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 05:11",151204.0,Fiat
Scudo Cargo 1.5 16V Turbo Diesel,9919,2022 Diesel,2022.0,Diesel,"R$ 137.276,00",001550-4,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 05:11",137276.0,Fiat
Scudo Cargo 2.2 16V Turbo Diesel,11511,2026 Diesel,2026.0,Diesel,"R$ 181.896,00",001590-3,fevereiro de 2026 ,"domingo, 15 de fevereiro de 2026 05:12",181896.0,Fiat
