auc_index,Marca_raw,Modelo_raw,value,AnoModelo,lote,leilao_id,details,details_url,score,fipe_Marca,fipe_Modelo,fipe_AnoModelo,fipe_CodigoFipe,fipe_CodigoModelo,fipe_Valor_num,value_fipe_ratio,max_reasonable_value,comparison_status
0,CHEV,ONIX 10MT LT2,33000.0,2021,002,7659,FINANCEIRA,http://www.freitasleiloeiro.com.br/Leiloes/LoteDetalhes?leilaoId=7659&loteNumero=2,47.05882352941177,GM - Chevrolet,ONIX HATCH 1.0 12V Flex 5p Mec.,2021,004519-5,8988,60432.0,0.5460683081810961,51367.2,ok
0,CHEV,ONIX 10MT LT2,33000.0,2021,002,7659,FINANCEIRA,http://www.freitasleiloeiro.com.br/Leiloes/LoteDetalhes?leilaoId=7659&loteNumero=2,47.05882352941177,GM - Chevrolet,ONIX HATCH 1.0 12V TB Flex 5p Aut.,2021,004511-0,8889,67003.0,0.4925152605107234,56952.549999999996,ok
0,CHEV,ONIX 10MT LT2,33000.0,2021,002,7659,FINANCEIRA,http://www.freitasleiloeiro.com.br/Leiloes/LoteDetalhes?leilaoId=7659&loteNumero=2,47.05882352941177,GM - Chevrolet,ONIX HATCH LT 1.0 12V Flex 5p Mec.,2021,004517-9,8949,59692.0,0.552837901226295,50738.2,ok
0,CHEV,ONIX 10MT LT2,33000.0,2021,002,7659,FINANCEIRA,http://www.freitasleiloeiro.com.br/Leiloes/LoteDetalhes?leilaoId=7659&loteNumero=2,47.05882352941177,GM - Chevrolet,ONIX HATCH LT 1.0 12V TB Flex 5p Aut.,2021,004514-4,8890,69097.0,0.4775894756646454,58732.45,ok
0,CHEV,ONIX 10MT LT2,33000.0,2021,002,7659,FINANCEIRA,http://www.freitasleiloeiro.com.br/Leiloes/LoteDetalhes?leilaoId=7659&loteNumero=2,47.05882352941177,GM - Chevrolet,ONIX HATCH LT 1.0 12V TB Flex 5p Mec.,2021,004512-8,8891,67262.0,0.49061877434509826,57172.7,ok
1,RENAULT,KWID ZEN 2,26000.0,2023,004,7659,FINANCEIRA,http://www.freitasleiloeiro.com.br/Leiloes/LoteDetalhes?leilaoId=7659&loteNumero=4,57.142857142857146,Renault,KWID Intense (Elétrico) ,2023,025318-9,10022,73442.0,0.3540208599983661,62425.7,ok
1,RENAULT,KWID ZEN 2,26000.0,2023,004,7659,FINANCEIRA,http://www.freitasleiloeiro.com.br/Leiloes/LoteDetalhes?leilaoId=7659&loteNumero=4,57.142857142857146,Renault,KWID Intense 1.0 Flex 12V 5p Mec.,2023,025267-0,8021,52028.0,0.49973091412316445,44223.799999999996,ok
1,RENAULT,KWID ZEN 2,26000.0,2023,004,7659,FINANCEIRA,http://www.freitasleiloeiro.com.br/Leiloes/LoteDetalhes?leilaoId=7659&loteNumero=4,57.142857142857146,Renault,KWID OUTSIDER 1.0 Flex 12V 5p Mec.,2023,025279-4,8701,56060.0,0.4637887977167321,47651.0,ok
1,RENAULT,KWID ZEN 2,26000.0,2023,004,7659,FINANCEIRA,http://www.freitasleiloeiro.com.br/Leiloes/LoteDetalhes?leilaoId=7659&loteNumero=4,57.142857142857146,Renault,KWID Zen 1.0 Flex 12V 5p Mec.,2023,025266-2,8023,49888.0,0.5211674150096216,42404.799999999996,ok
2,FIAT,ARGO TREKKING 1.3AT,47000.0,2024,005,7659,FINANCEIRA,http://www.freitasleiloeiro.com.br/Leiloes/LoteDetalhes?leilaoId=7659&loteNumero=5,81.25,Fiat,ARGO TREKKING 1.3 8V Flex,2024,001519-9,8690,83197.0,0.5649242160174045,70717.45,ok
